#NSGA2
popsize 100
maxGen 100
numVar 10
numObj 2
numCons 10
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	100
totalTime	0.381491
firstFrontCount	10
frontCount	14
avgEvalTime	0.00272877
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	Cons9	Cons10	
0.668199	-0.130392	-0.0270822	-0.170225	0.096109	0.581784	0.710904	-0.191995	0.260239	-0.232486	15.505	0.752466	0	0	0	0	0	0	0	0	0	0	
0.341617	0.169486	-0.28497	0.418938	0.854729	-0.0924138	0.48384	0.574271	0.43312	0.21757	16.5217	0.970032	0	0	0	0	0	0	0	0	0	0	
0.715173	0.716969	0.967707	0.0887922	0.999314	-0.00741026	-0.21808	0.895249	0.291115	0.560756	5.66596	2.10838	0	0	0	0	0	0	0	0	0	0	
0.886662	-0.097254	0.682619	0.742929	0.534959	0.474365	0.465785	0.443634	0.790001	0.617266	8.86743	1.87181	0	0	0	0	0	0	0	0	0	0	
0.729528	-0.163531	0.729692	0.418494	0.806952	0.420813	0.267334	0.244413	-0.0554898	0.500209	9.06773	1.23964	0	0	0	0	0	0	0	0	0	0	
-0.00441829	0.824449	0.730248	-0.267499	-0.15334	0.290514	0.351565	0.8753	-0.103288	0.71419	12.3861	1.40147	0	0	0	0	0	0	0	0	0	0	
0.952469	-0.13203	-0.120592	0.6763	0.89093	0.224554	0.967664	0.20246	0.738108	0.140937	14.3804	1.89138	0	0	0	0	0	0	0	0	0	0	
0.416911	-0.285352	0.366669	0.53509	0.683736	0.598228	0.605073	-0.01029	0.640613	0.394637	15.4681	1.21686	0	0	0	0	0	0	0	0	0	0	
0.80175	-0.0064872	0.0515686	-0.215477	0.900991	0.426234	-0.0441403	-0.225699	0.353186	0.704277	12.7667	1.17952	0	0	0	0	0	0	0	0	0	0	
-0.184007	-0.258814	0.26888	0.434785	0.85224	0.310261	0.584065	-0.216646	-0.12509	0.0936339	16.9736	0.798617	0	0	0	0	0	0	0	0	0	0	
0.596419	0.000497553	0.425139	-0.0357273	-0.00422392	0.94479	-0.284816	0.432712	0.338949	0.611188	13.7127	1.09359	0	0	0	0	0	0	0	0	0	0	
-0.226359	0.165518	-0.0048329	0.611408	0.172261	0.384842	-0.04075	0.762292	0.847372	-0.137199	18.0716	0.974934	0	0	0	0	0	0	0	0	0	0	
0.749182	0.700835	0.861269	0.831331	-0.216302	0.548678	-0.0759085	0.432949	-0.166543	-0.258023	6.35594	1.56035	0	0	0	0	0	0	0	0	0	0	
0.451065	0.858686	0.118424	0.923053	-0.0260503	-0.106963	0.237617	0.903485	0.582115	0.137909	8.86852	1.5248	0	0	0	0	0	0	0	0	0	0	
-0.147788	0.376601	0.0943892	0.762248	0.970246	0.662209	-0.148067	0.125074	0.856353	-0.169204	14.2464	1.46652	0	0	0	0	0	0	0	0	0	0	
-0.15115	0.23871	-0.0443644	0.0616318	0.945428	0.688779	0.466291	-0.119497	-0.189638	-0.291264	16.3319	0.903175	0	0	0	0	0	0	0	0	0	0	
0.786885	0.454418	0.360097	0.786099	0.124519	0.839645	-0.025597	0.368258	-0.169627	0.981357	6.4482	1.71096	0	0	0	0	0	0	0	0	0	0	
0.0639653	0.0482019	0.69254	0.957023	0.867999	0.101475	0.134673	0.307334	0.637782	0.17041	11.686	1.35702	0	0	0	0	0	0	0	0	0	0	
0.387255	0.210511	0.692508	0.532637	0.926818	0.91217	0.491279	0.999615	0.310093	0.878076	11.2931	2.37818	0	0	0	0	0	0	0	0	0	0	
0.526034	-0.241484	-0.148684	-0.142321	0.63512	0.861236	0.79438	0.349833	0.130521	-0.192489	18.6788	1.165	0	0	0	0	0	0	0	0	0	0	
0.994138	0.60147	0.234271	0.744261	0.919313	0.032536	0.244674	0.638712	0.0450868	0.412177	5.36451	1.72241	0	0	0	0	0	0	0	0	0	0	
0.859941	0.0905681	-0.22497	0.178391	0.584397	0.167045	-0.270807	0.205128	0.312211	0.655307	12.8258	0.920939	0	0	0	0	0	0	0	0	0	0	
0.275801	-0.242675	0.0203861	0.606655	0.792108	-0.248979	0.74658	0.737832	-0.230322	-0.237627	16.7912	1.20206	0	0	0	0	0	0	0	0	0	0	
0.352818	-0.00917552	-0.270972	0.843251	0.0426934	0.280694	0.874946	0.320048	-0.228399	0.228366	16.1454	0.980977	0	0	0	0	0	0	0	0	0	0	
0.562541	0.0981389	0.176955	0.0193481	0.427845	0.336927	0.943787	0.992528	0.735833	-0.0589197	17.795	1.53755	0	0	0	0	0	0	0	0	0	0	
0.224043	0.802649	0.911217	0.384019	0.61871	-0.164318	0.451534	0.942331	0.125276	0.427475	5.29304	1.68616	0	0	0	0	0	0	0	0	0	0	
-0.153358	0.656704	0.706454	0.0235057	0.252688	0.92617	0.176522	0.032124	-0.19526	0.10362	10.9826	0.978554	0	0	0	0	0	0	0	0	0	0	
-0.118994	0.176989	0.703228	0.317624	0.777354	0.236603	0.00573677	0.568513	0.214061	0.502395	13.9491	0.961311	0	0	0	0	0	0	0	0	0	0	
-0.111751	0.169007	-0.0644781	0.759047	-0.121807	0.713445	-0.234794	0.205892	0.34452	0.767833	15.9639	0.975492	0	0	0	0	0	0	0	0	0	0	
0.106609	0.0862593	0.203854	-0.12002	0.920447	0.453178	0.586865	0.351789	0.544272	0.417813	17.5316	1.03316	0	0	0	0	0	0	0	0	0	0	
-0.147205	0.70188	0.920709	0.330258	0.711907	0.825942	-0.295512	0.488166	0.292052	0.224315	8.25386	1.56066	0	0	0	0	0	0	0	0	0	0	
0.825708	0.103017	-0.112624	0.843114	0.179966	0.402413	0.842657	0.14362	0.526673	0.304326	13.0485	1.35548	0	0	0	0	0	0	0	0	0	0	
0.00520092	0.496735	-0.038187	0.819354	0.85281	0.644624	0.657925	0.998268	0.130398	0.982629	15.8111	2.23718	0	0	0	0	0	0	0	0	0	0	
0.267871	0.723446	0.679943	0.379689	0.693404	0.292465	-0.146479	-0.200215	0.203339	0.695848	5.45974	1.17753	0	0	0	0	0	0	0	0	0	0	
0.820457	-0.268254	0.158439	0.940079	-0.037857	-0.0239068	0.308626	-0.26086	0.141265	0.819423	11.1662	1.25534	0	0	0	0	0	0	0	0	0	0	
0.702253	-0.253555	0.987707	-0.0349457	0.934772	0.0384144	0.884311	0.903881	0.894229	0.0432476	14.2952	2.40502	0	0	0	0	0	0	0	0	0	0	
0.962802	0.288747	0.983743	0.535417	0.947033	0.934323	0.425168	0.743559	0.419953	0.405982	2.52005	2.55472	0	0	0	0	0	0	0	0	0	0	
-0.273974	0.100398	0.214576	-0.192284	0.59293	0.779723	0.879088	0.959758	0.961606	0.459837	21.7262	1.97888	0	0	0	0	0	0	0	0	0	0	
0.571022	-0.193277	0.446192	0.879263	0.670738	0.283526	-0.248168	-0.257828	0.335179	0.12098	8.99981	1.06047	0	0	0	0	0	0	0	0	0	0	
0.40326	0.204196	0.709976	-0.031526	-0.299051	0.966887	0.657277	0.275355	0.428225	0.62219	14.2129	1.406	0	0	0	0	0	0	0	0	0	0	
-0.0919022	0.786935	-0.0293506	0.625802	0.396625	0.29207	-0.279334	0.315649	0.420825	0.88688	12.4401	1.20207	0	0	0	0	0	0	0	0	0	0	
0.00559222	-0.0135124	0.660187	0.418421	-0.173446	0.239043	0.45687	0.580316	0.894571	0.787259	17.1082	1.33195	0	0	0	0	0	0	0	0	0	0	
0.980481	0.662355	0.29666	-0.107804	0.0689262	0.373998	0.285027	0.226851	0.805355	0.0780189	10.9788	1.21585	0	0	0	0	0	0	0	0	0	0	
0.525759	0.35016	0.155815	0.383364	0.439879	0.245804	0.920921	0.355976	0.178965	0.828011	13.2007	1.25832	0	0	0	0	0	0	0	0	0	0	
0.730637	0.0994275	0.145259	-0.143746	0.445947	-0.242618	0.283584	0.544912	0.350226	0.0457144	13.7458	0.672654	0	0	0	0	0	0	0	0	0	0	
-0.108036	0.222219	0.553532	0.707537	-0.193531	0.342526	0.260917	-0.0811583	0.809705	0.267982	13.9926	0.912469	0	0	0	0	0	0	0	0	0	0	



#Generation 2 / 100
currentGen	2
evaluateCount	200
totalTime	1.12359
firstFrontCount	16
frontCount	6
avgEvalTime	0.0016759
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	Cons9	Cons10	
0.458989	0.726317	0.470498	0.924286	0.833644	0.162116	0.0165073	0.166839	0.482405	0.125661	3.33237	1.40587	0	0	0	0	0	0	0	0	0	0	
0.386833	0.381882	0.333768	-0.064008	0.0657178	0.353079	0.385753	0.38626	-0.174365	0.25642	12.4211	0.467056	0	0	0	0	0	0	0	0	0	0	
0.267871	0.723446	0.679943	0.379689	0.693404	0.292465	-0.146479	-0.200215	0.203339	0.695848	5.45974	1.17753	0	0	0	0	0	0	0	0	0	0	
0.525759	0.244359	0.155815	0.499707	0.439879	0.245804	0.282845	0.049106	0.423813	-0.3	11.0255	0.608031	0	0	0	0	0	0	0	0	0	0	
0.655856	0.381882	0.333768	0.78993	0.0878649	0.353079	0.457755	0.38626	-0.021345	0.25642	8.08716	0.934349	0	0	0	0	0	0	0	0	0	0	
0.425081	0.726317	0.554728	0.924286	0.833644	0.162116	0.0165073	0.166839	0.547865	0.125661	2.96789	1.46778	0	0	0	0	0	0	0	0	0	0	
0.794023	0.727867	0.449514	0.51365	0.231445	0.410874	0.334344	0.418275	0.375932	0.226912	6.81035	1.16405	0	0	0	0	0	0	0	0	0	0	
0.407612	0.190841	0.333768	-0.064008	0.137424	0.353079	0.21971	0.38626	-0.174365	0.25642	13.0135	0.37762	0	0	0	0	0	0	0	0	0	0	
0.0654193	0.00190549	0.277184	-0.0298939	0.262337	-0.198826	-0.122178	0.0124732	-0.152667	0.489361	13.5035	0.234112	0	0	0	0	0	0	0	0	0	0	
0.636006	0.795725	0.653602	0.853456	0.857201	0.738769	0.89723	0.695956	-0.181624	0.433137	2.47331	2.49191	0	0	0	0	0	0	0	0	0	0	
0.962802	0.288747	0.983743	0.535417	0.947033	0.503425	0.425168	0.743559	0.419953	0.405982	2.52081	2.24496	0	0	0	0	0	0	0	0	0	0	
0.267871	0.672766	0.679943	0.0249353	0.693404	0.0581482	-0.0831075	-0.200215	0.203339	0.695848	7.53749	1.02202	0	0	0	0	0	0	0	0	0	0	
0.7	0.7	0.7	0.7	0.668278	0.7	0.7	0.369987	0.595172	0.7	2.52466	2.18386	0	0	0	0	0	0	0	0	0	0	
0.149182	0.517471	0.706454	0.0235057	0.251261	0.876501	0.176522	0.032124	-0.19526	0.10362	9.52395	0.851052	0	0	0	0	0	0	0	0	0	0	
0.403929	0.797978	0.594073	-0.263013	0.260043	-0.142998	0.327665	0.466113	-0.273782	-0.0738333	9.39653	0.857565	0	0	0	0	0	0	0	0	0	0	
0.153496	0.451818	0.193817	-0.158654	0.546557	0.408992	-0.120106	0.0518311	0.101805	0.362486	12.6221	0.457654	0	0	0	0	0	0	0	0	0	0	
0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	2.98811	2.45	0	0	0	0	0	0	0	0	0	0	
0.476379	0.797978	0.594073	-0.263013	-0.16444	-0.142998	0.327665	0.466113	-0.273782	-0.0738333	10.4245	0.869163	0	0	0	0	0	0	0	0	0	0	
0.27703	0.660254	0.840361	0.853901	-0.145861	0.340515	0.264606	0.660907	0.456885	0.194637	5.78591	1.41935	0	0	0	0	0	0	0	0	0	0	
0.985781	0.309293	0.809208	0.69116	0.800587	0.303169	0.60092	0.445092	0.117686	-0.0119476	3.14642	1.753	0	0	0	0	0	0	0	0	0	0	
0.794023	0.759108	0.449514	0.605399	0.231445	0.374276	0.334344	0.418275	-0.27624	0.226912	6.25044	1.19174	0	0	0	0	0	0	0	0	0	0	
0.153496	0.60366	0.193817	-0.158654	0.546557	0.593531	-0.120106	0.250231	0.101805	0.292147	12.4118	0.637231	0	0	0	0	0	0	0	0	0	0	
0.0654193	-0.158139	0.277184	-0.0298939	0.262337	-0.198826	-0.122178	-0.229156	0.134703	0.489361	14.1228	0.270212	0	0	0	0	0	0	0	0	0	0	
0.962802	0.288747	0.983743	0.535417	0.947033	0.934323	0.425168	0.743559	0.419953	0.405982	2.52005	2.55472	0	0	0	0	0	0	0	0	0	0	
0.571022	-0.193277	0.446192	0.879263	0.670738	0.283526	-0.248168	-0.257828	0.335179	0.12098	8.99981	1.06047	0	0	0	0	0	0	0	0	0	0	
0.0654193	-0.136862	0.277184	-0.148475	0.262337	-0.3	-0.122178	-0.231362	0.134703	0.489361	14.0827	0.303391	0	0	0	0	0	0	0	0	0	0	
0.612437	0.23162	0.723461	-0.070116	-0.261358	0.944351	-0.246485	-0.163515	-0.00785507	0.190957	9.66117	1.02058	0	0	0	0	0	0	0	0	0	0	
0.571022	-0.193277	0.515366	1	0.670738	0.283526	-0.235779	-0.176393	0.349539	0.12098	8.34527	1.19141	0	0	0	0	0	0	0	0	0	0	
0.27703	0.660254	1	0.853901	-0.145861	0.340515	0.264606	0.660907	0.590731	0.0655667	4.72734	1.61957	0	0	0	0	0	0	0	0	0	0	
0.148761	-0.131086	0.34576	0.437227	-0.152725	0.0517039	0.166946	-0.263461	0.59452	-0.287375	13.9989	0.454675	0	0	0	0	0	0	0	0	0	0	
0.304856	0.723446	0.619022	0.249758	0.886144	0.0614486	-0.146479	-0.200215	0.203339	0.715568	6.08867	1.23292	0	0	0	0	0	0	0	0	0	0	
0.439905	0.797978	0.654994	-0.263013	-0.252073	0.0880185	0.44137	0.466113	-0.273782	-0.3	10.0606	0.988395	0	0	0	0	0	0	0	0	0	0	
0.273276	0.60366	0.193817	-0.158654	0.546557	0.593531	-0.120106	0.250231	0.0905794	0.292147	11.6676	0.661711	0	0	0	0	0	0	0	0	0	0	
0.386833	0.381882	0.333768	-0.064008	0.0657178	0.588842	0.385753	0.38626	-0.173338	0.25642	12.6699	0.577912	0	0	0	0	0	0	0	0	0	0	
0.267871	0.7508	0.679943	0.297778	0.693404	0.292465	-0.146479	-0.0927026	0.203339	0.959078	5.87986	1.37201	0	0	0	0	0	0	0	0	0	0	
0.386833	0.489309	0.0440935	-0.064008	0.211131	0.353079	0.385753	0.353266	-0.182577	0.25642	12.9574	0.468517	0	0	0	0	0	0	0	0	0	0	
0.806026	0.3792	0.936021	0.470345	0.387152	-0.227265	0.267068	-0.0687442	0.2837	0.789239	7.14813	1.4359	0	0	0	0	0	0	0	0	0	0	
0.612437	0.23162	0.792635	-0.070116	-0.261358	0.944351	-0.234096	-0.163515	-0.00785507	0.190957	9.40184	1.07004	0	0	0	0	0	0	0	0	0	0	
0.148761	-0.131086	0.253196	0.437227	-0.152725	0.0517039	0.166946	-0.263461	0.59452	-0.236614	14.3466	0.413655	0	0	0	0	0	0	0	0	0	0	
0.245781	0.576994	-0.0447775	0.413331	0.0671075	0.341078	0.330532	-0.106552	0.673176	0.222131	12.8694	0.655064	0	0	0	0	0	0	0	0	0	0	
0.749182	0.700835	0.861269	0.831331	-0.216302	0.548678	-0.0759085	0.432949	-0.166543	-0.258023	6.35594	1.56035	0	0	0	0	0	0	0	0	0	0	
0.224043	0.802649	0.911217	0.384019	0.61871	-0.164318	0.451534	0.942331	0.125276	0.427475	5.29304	1.68616	0	0	0	0	0	0	0	0	0	0	
-0.153358	0.656704	0.706454	0.0235057	0.252688	0.92617	0.176522	0.032124	-0.19526	0.10362	10.9826	0.978554	0	0	0	0	0	0	0	0	0	0	
-0.153358	0.545396	0.639642	0.143793	0.39936	0.92617	0.176522	-0.209505	0.0921099	0.0955376	11.6409	0.930369	0	0	0	0	0	0	0	0	0	0	
0.730637	-0.0376293	0.145259	-0.0251642	0.445947	-0.197754	0.283584	0.544912	0.350226	0.0457144	14.1957	0.648526	0	0	0	0	0	0	0	0	0	0	
-0.111979	0.656704	0.706454	0.143515	0.252688	0.92617	0.263812	0.032124	-0.19526	0.10362	10.4618	1.0023	0	0	0	0	0	0	0	0	0	0	
-0.153358	0.656704	0.706454	0.0235057	0.252688	0.92617	0.176522	0.032124	-0.19526	0.10362	10.9826	0.978554	0	0	0	0	0	0	0	0	0	0	
0.7	0.7	0.7	0.7	0.599361	0.641869	0.709519	0.7	0.7	0.7	3.15358	2.35232	0	0	0	0	0	0	0	0	0	0	
0.962802	0.288747	0.862554	0.535417	0.947033	0.934323	0.425168	0.743559	0.419953	0.566737	2.99104	2.52103	0	0	0	0	0	0	0	0	0	0	
0.76592	0.700835	0.861269	0.328378	-0.216302	0.548678	-0.0759085	0.432949	-0.149683	0.393992	7.91556	1.32305	0	0	0	0	0	0	0	0	0	0	
0.746726	0.960018	0.880463	0.596572	0.948141	0.395303	0.260951	0.517672	0.927691	-0.195606	3.14364	2.45027	0	0	0	0	0	0	0	0	0	0	
0.245781	-0.3	0.00543972	0.413331	0.066513	0.341078	0.320621	-0.106552	0.446773	0.222131	16.6877	0.402569	0	0	0	0	0	0	0	0	0	0	
0.386102	0.900078	0.840361	0.853901	-0.145861	0.340515	0.264606	0.660907	0.440256	0.606609	4.7738	1.8002	0	0	0	0	0	0	0	0	0	0	
0.786885	0.454418	0.670421	0.786099	0.124519	0.839645	-0.025597	0.470061	0.368532	0.77289	5.14198	1.7842	0	0	0	0	0	0	0	0	0	0	
0.571022	-0.193277	0.446192	0.879263	0.670738	0.291484	-0.248168	-0.23933	0.377088	0.12098	9.12711	1.07308	0	0	0	0	0	0	0	0	0	0	
